group,datum
0,-5.60192832015871
0,-6.24403065727379
0,-4.14763917043735
0,-3.10806001722146
0,-4.08386612177383
0,-5.80233708369575
0,-6.08729778166869
0,-4.36182001367298
0,-1.8121038443325
0,-5.08402693150292
0,-4.66005274030546
0,-3.72269820156849
0,-7.25895002406273
0,-2.98553423491213
0,-1.25196634662273
0,-3.31319713068968
0,-3.76581267625495
0,-4.20694996550603
0,-3.9108321697832
0,-3.69903065600132
0,-3.0641756139428
0,-5.05644637623809
0,-2.08288689012096
0,-3.78726876317818
0,-2.9014544063906
0,-5.12239284571416
0,-3.08613283637103
0,-2.85012038112399
0,-4.3692642692755
0,-2.87469914440137
0,-3.36872255082056
0,-7.06548233282977
0,-4.24183740837414
0,-4.20537647045996
0,-5.46064689408044
0,-4.86682671645089
0,-3.34451891919264
0,-3.83549936534972
0,-4.32322271473033
0,-3.60770253234755
0,-3.48558542532965
0,-5.03635461891321
0,-6.24768215528384
0,-3.27784937847714
0,-4.43479235223703
0,-5.95702617425368
0,-3.29083484654373
0,-2.87983264174143
0,-5.9122886217324
0,-4.57379436000136
0,-4.59976717491567
0,-2.93507763121664
0,-3.20424446907546
0,-3.97925926379854
0,-4.39304430728951
0,-5.53080189448355
0,-3.31832661136597
0,-2.43623727164963
0,-4.0153703691963
0,-2.02761373217721
0,-3.9155825616246
0,-3.73868772855299
0,-4.06596131901699
0,-3.35571873941063
0,-3.1532088922962
0,-3.73155221682136
0,-3.18951087207804
0,-5.40106857534384
0,-3.51851740648902
0,-3.23727754173281
0,-3.55567929833906
0,-3.68735342490442
0,-3.34018326803082
0,-6.45208456624794
0,-4.51201481079752
0,-4.25082006585298
0,-4.20392356986786
0,-4.81794863177177
0,-4.3012055185181
0,-3.41221598316678
0,-4.31420152706717
0,-4.86727882532085
0,-3.64956554472164
0,-3.50587217812029
0,-4.81444385827902
0,-3.9068859615175
0,-5.66389057926523
0,-2.94885172855355
0,-4.49276383131439
0,-4.65753114577153
0,-3.93158984033489
0,-3.07240711284326
0,-2.4021355433633
0,-3.95855735127808
0,-4.33107300060388
0,-2.075764926673
0,-3.13530168997582
0,-3.25504509636903
0,-4.63438840783004
0,-3.95928325570165
0,-5.23592782821755
0,-3.58946268032277
0,-4.13720633590148
0,-3.98408162620712
0,-4.63403882763905
0,-3.70081151958271
0,-3.533385240278
0,-6.02040304316146
0,-0.942739240679782
0,-4.12917960220516
0,-3.15756520308567
0,-4.74475281675071
0,-4.13180260014942
0,-3.99342414378435
0,-4.41218608617256
0,-3.66174664569814
0,-5.26216571498001
0,-3.37497132899141
0,-2.76691237594598
0,-5.17715275400856
0,-4.27323036630076
0,-4.88194600700766
0,-4.57695548171019
0,-4.25335729090382
0,-4.10214842323723
0,-1.73652898672797
0,-5.75723342374102
0,-4.17230087653895
0,-4.60287489208464
0,-4.67226398073881
0,-2.8854446055646
0,-3.64816871171005
0,-4.69655053413741
0,-5.25513824741045
0,-2.06348910693565
0,-5.37330030423571
0,-3.14569075771645
0,-3.89867423960241
0,-3.8765922261761
0,-5.70009367535279
0,-3.51663764962641
0,-5.36280160599263
0,-3.10965384805807
0,-2.82381097389268
0,-3.74830571585249
0,-4.66200727521453
0,-3.55740225725428
0,-3.95149115669095
0,-4.6703956678778
0,-5.6184554410898
0,-3.13224056366478
0,-4.56518877589724
0,-4.6797473281368
0,-3.79129540537209
0,-0.477347562067456
0,-5.08002462733815
0,-3.18123781042101
0,-3.65209281229558
0,-3.14700013606723
0,0.454922502123626
0,-4.23624936086621
0,-5.63383927034812
0,-4.23732254944161
0,-4.27324664238259
0,-3.47606956482495
0,-4.271530525523
0,-4.91813647251974
0,-3.12386778092323
0,-5.24791984146077
0,-3.72433450378225
0,-3.3397457899271
0,-3.79339864532345
0,-3.72797883370589
0,-3.39729438058541
0,-2.00088503270264
0,-3.20961132168062
0,0.178022149401286
0,-3.94550472001086
0,-2.7612929567732
0,-2.43334191249204
0,-4.95649560556727
0,-3.63121762203164
0,-3.67515219611719
0,-3.44639971467334
0,-5.01056996615177
0,-3.82417018297257
0,-2.86814809938877
0,-4.91559885428185
0,-3.0176072217925
0,-3.6412882491212
0,-3.41242102236801
0,-3.60395272695547
0,-3.50062326205127
0,-2.06622980858853
0,-5.01967537961395
0,-4.924696315888
0,-3.38770057656268
0,-4.74863162703888
0,-1.83838769651435
0,-4.534922079269
0,-3.75818456389852
0,-4.4766626472082
0,-3.75403637691935
0,-3.42645004118871
0,-4.81778772232397
0,-2.23785480435826
0,-4.7061350762118
0,-3.59575477157924
0,-2.56605863743949
0,-4.03207485698686
0,-2.92742957329026
0,-3.95936937877938
0,-2.70729869221674
0,-4.85527707990318
0,-4.28633042816682
0,-4.15491806293032
0,-4.56581409821811
0,-2.02643648274465
0,-3.82238217157492
0,-3.86555167333968
0,-4.29167022075183
0,-5.46827839027807
0,-3.22259568950118
0,-4.28330427768977
0,-3.32984727565183
0,-4.20114586453816
0,-4.29905706703646
0,-5.27181735759232
0,-2.43534225870904
0,-3.92079822105439
0,-5.19174243694573
0,-4.87764345872618
0,-3.09936503514467
0,-3.62461374571639
0,-6.33492636552143
0,-4.52854811722569
0,-2.6707057562442
0,-3.82088127493822
0,-5.50982056776886
0,-4.89505070019581
0,-3.84298083542017
0,-3.18593279831081
0,-4.90229226385143
0,-3.70172799611122
0,-2.72566890841899
0,-5.39188518802691
0,-6.06546124316662
0,-4.10780561096351
0,-3.17984565011418
0,-7.85687501148615
0,-2.5435683449322
0,-4.7579560392299
0,-3.28899282319794
0,-2.42637733441027
0,-6.03205882985969
0,-2.70442573026815
0,-4.05689583992842
0,-2.19094106522505
0,-2.82750326804875
0,-4.44674509315615
0,-4.24182298406393
0,-3.33485129956619
0,-3.69120328786271
0,-5.77800761770989
0,-3.98848746221389
0,-4.49711091647221
0,-4.47770422969522
0,-3.03983800213483
0,-4.63676863066352
0,-2.57865878429669
0,-2.68594897559047
0,-3.94455322281705
0,-2.6384441561854
0,-4.38830985933134
0,-2.65517141504899
0,-3.07308774230622
0,-2.910979774585
0,-1.59377594595782
0,-1.7478280026291
0,-4.18744813556673
0,-3.08267487341928
0,-2.26992751061362
0,-5.43917876178356
0,-4.69143540778924
0,-2.08030023515523
0,-2.5413113105426
0,-3.23329047874082
0,-3.20284454896871
0,0.447897192639467
0,-3.2571608783658
0,-3.70931725677807
0,-3.78887966964556
0,-0.801810728465564
0,-2.77696720292121
0,-2.07602959218093
0,-4.47166523515968
0,-5.08574965388185
0,-5.10849889950768
0,-2.90278020116627
0,-3.2696901094125
0,-4.17689099422288
0,-3.61531562137163
0,-3.49149903420846
0,-4.71846527985894
0,-0.56340466533602
0,-3.4003785084062
0,-3.08061523293419
0,-2.95045214035065
0,-5.11293017176134
0,-3.84733051111038
0,-3.45887365242921
0,-3.12814534365609
0,-4.94982716467275
0,-3.32716258850575
0,-3.84685742336916
0,-3.88873882379271
0,-2.48936079100022
0,-5.41988748729889
0,-5.4674648936443
0,-3.00705277488178
0,-2.6783944089469
0,-3.14898117942466
0,-4.28897976858129
0,-7.46706598803216
0,-4.02717225596675
0,-4.58399448745264
0,-3.20375919946529
0,-3.97800185908624
0,-5.37140727774282
0,-1.3117789633632
0,-3.24050895154874
0,-4.67912806190492
0,-4.05281888084949
0,-4.23850455415476
0,-3.27476113314013
0,-3.13352619606018
0,-4.39957772206248
0,-3.73268881071814
0,-5.37151234277635
0,-4.72876363636032
0,-6.03466213024588
0,-2.75146272800741
0,-3.47045767888403
0,-4.02165955300565
0,-4.62299872800784
0,-4.99061034771896
0,-4.76834759756294
0,-3.77323048394065
0,-3.74950491765639
0,-2.94997085839193
0,-4.03120933376235
0,-5.30911287702454
0,-4.27044718012201
0,-3.40638323792918
0,-4.122069533375
0,-3.90766235676025
0,-3.5403343943504
0,-4.7331366055299
0,-4.0107060035428
0,-3.99612333729239
0,-3.43446257179221
0,-3.07957325431321
0,-5.81178597593897
0,-3.15789832328585
0,-5.05191347565003
0,-7.15680964822241
0,-5.57142192179478
0,-3.50994909797866
0,-4.01067881613323
0,-4.73406236808133
0,-2.73475854116167
0,-4.51923496209086
0,-6.62295808556191
0,-3.75627517609362
0,-2.59244030136307
0,-3.91510083195573
0,-3.35022114798692
0,-4.85629703516704
0,-3.56526649123517
0,-2.72163182435353
0,-6.10026710072394
0,-3.17760719873984
0,-4.91341696223071
0,-1.65044820638724
0,-4.47508761454531
0,-3.46439699424009
0,-3.8503844326041
0,-4.3948650127468
0,-4.70229810646609
0,-4.22017841653004
0,-4.57779065887382
0,-2.37790742469822
0,-1.14943946263034
0,-3.43734474806617
0,-4.32676913810263
0,-4.66410755997788
0,-2.17467222672781
0,-3.69796789398839
0,-4.65129209788044
0,-4.1804190123185
0,-2.66760832156438
0,-4.85568347590273
0,-2.30686076368956
0,-4.06384715313382
0,-5.18380854729813
0,-3.5197029134389
0,-4.10038552046088
0,-4.13618221898929
0,-4.95388628585676
0,-4.44638834853653
0,-4.10777988773977
0,-4.70965479010379
0,-4.04589570356874
0,-3.50793176941105
0,-3.7517145935405
0,-3.94373455937179
0,-3.78555315821442
0,-3.96650779976967
0,-4.80482644939036
0,-4.96807557156268
0,-5.15624200062667
0,-7.09571719974882
0,-4.88153132403705
0,-6.28223640644176
0,-5.05111922075067
0,-3.01616065230429
0,-3.55458496828373
0,-3.85370485135161
0,-2.82414498926382
0,-2.61344753168448
0,-3.92419764716237
0,-2.70114154197107
0,-3.05380612173965
0,-4.75959127739293
0,-4.36457989044447
0,-3.39489566706601
0,-3.42157846836082
0,-5.78763389823407
0,-3.5320568475892
0,-7.03286913855994
0,-4.03578843935419
0,-2.5820464765513
0,-4.34490193459466
0,-4.48216003582607
0,-2.99887430912331
0,-4.53618701752962
0,-3.73935145706583
0,-3.15762920514315
0,-3.70257212612957
0,-2.84764973108037
0,-4.4000720375262
0,-2.19345127227426
0,-2.84420571789006
0,-4.45747196032733
0,-4.16501942741284
0,-4.29536812815336
0,-3.54132544989004
0,-2.28487207743766
0,-3.96648565138198
0,-4.98469523152615
0,-4.7187206592176
0,-5.5866553431295
0,-3.86336035435802
0,-1.70943473508896
0,-3.70617703319362
0,-2.42925544080568
0,-6.31034919672028
0,-5.39668336150397
0,-4.9688812317745
0,-1.09549430913751
0,-5.1161024887436
0,-5.18963819917928
0,-3.45879649321946
0,-3.80135046490044
0,-3.79293361248189
0,-4.31211440093856
0,-2.49714622086667
0,-2.52415279359949
0,-4.32934119217582
0,-5.27124290496944
0,-1.96944344312689
0,-3.63952192667037
0,-4.11338827985855
0,-2.97541797359156
0,-6.36333425578945
0,-3.7749533957198
0,-4.22429042806509
0,-2.67071800789807
0,-3.10687965358039
0,-4.78374441390165
0,-3.38263482685107
0,-3.6644255732063
0,-3.98888016183761
0,-2.88078482044878
0,-3.29389673784772
0,-4.12133162976534
0,-3.47660771973135
0,-3.038600625684
0,-5.27718100461438
0,-3.32021248393133
0,-4.84668788090186
0,-3.92551862704085
0,-4.72458596070661
0,-5.72745511013769
0,-3.90852113035683
0,-1.89833845411565
0,-5.22806058400925
0,-2.41891898728579
0,-4.90258533648105
0,-4.23205420533835
0,-4.51427711548834
0,-3.73499991160787
0,-2.33657242523138
0,-4.40802413801597
0,-4.8857107836805
0,-4.74582095844197
0,-1.45107731454407
0,-3.62946742905304
0,-4.18773270897075
0,-2.73966115325658
0,-3.69229792949312
0,-3.86685463725216
0,-4.82722284689736
0,-3.46243547119367
0,-3.61065273165205
0,-3.12738019866928
0,-3.71257570061024
0,-4.06188475101884
0,-3.21473372554649
0,-4.33595144700411
0,-0.787046919253532
0,-1.66664412125059
0,-3.60040799679398
0,-4.16207500997151
0,-3.31807082810441
0,-5.05783635147528
0,-2.66856146671267
0,-2.96189529716012
0,-3.49426967901551
0,-3.71113578203494
0,-3.69293619818641
0,-1.86692607791157
0,-1.67429556947361
0,-4.59768376317427
0,-1.33168027235493
0,-1.67947638952779
0,-5.07815404428424
0,-5.13768099433676
0,-3.78438539656787
0,-3.15503210103428
0,-3.00901289668824
0,-3.23171684929001
0,-6.17661273443439
0,-3.56720562534063
0,-2.4527041292662
0,-3.59297144406394
0,-4.43615944158095
0,-2.69620164465846
0,-4.65844233745666
0,-3.53422013381557
0,-4.92090429402227
0,-4.31958575027349
0,-4.63416735046825
0,-3.46449058446511
0,-3.26152181920906
0,-4.8887108439335
0,-2.76665155641917
0,-3.50916670282769
0,-5.06745259432463
0,-5.04914095661061
0,-3.42656408067369
0,-3.81278172187847
0,-3.36602951601085
0,-5.25608886635689
0,-6.01659945705343
0,-3.52443972809703
0,-3.1205533750354
0,-3.33283162106386
0,-3.79181745571119
0,-4.76723414821209
0,-4.21650283571202
0,-3.36999029294204
0,-3.74419698837723
0,-2.96086877005564
0,-5.2994811897731
0,-5.98126149739084
0,-3.20993381540918
0,-3.76811871800117
0,-4.43739371617848
0,-3.6089397907833
0,-2.62368768869334
0,-3.77716206919679
0,-3.04342659567866
0,-2.65697750988363
0,-4.1123996141245
0,-4.7894714446415
0,-3.41579312398895
0,-4.85696191348203
0,-3.93970051502845
0,-5.30834783996821
0,-5.48383359435774
0,-3.39752896421604
0,-3.52543843970994
0,-3.14748585633654
0,-3.67087950584865
0,-5.61831889008187
0,-5.39348444030981
0,-8.02328722680181
0,-3.51742932740026
0,-5.26402973661032
0,-5.94445878662592
0,-3.64148813435984
0,-4.56798331995765
0,-3.87425283641273
0,-3.77899727227687
0,-3.65504250344551
0,-5.36891614796468
0,-3.73883349703697
0,-2.813515716185
0,-3.6664806283336
0,-1.76963727959184
0,-3.49483881567964
0,-6.40105516266588
0,-4.03487972378138
0,-4.42915833907975
0,-3.93795282496583
0,-3.45618878224464
0,-4.12704667486667
0,-4.10810962983296
0,-2.34053883756837
0,-2.79903254841222
0,-7.1224596513095
0,-3.42503237700513
0,-2.969155902975
0,-5.59864936707616
0,-5.08301121373477
0,-3.21118180718895
0,-3.10541097208485
0,-4.65552064988407
0,-4.36607067600436
0,-5.43934021551149
0,-3.27990496499086
0,-3.31659590934273
0,-3.77014442464709
0,-6.59040163208713
0,-5.20068485723239
0,-3.93296494567732
0,-2.08369896952274
0,-3.54749141740127
0,-5.2521436075428
0,-5.1854105873485
0,-3.34777323658923
0,-4.55026365888312
0,-4.72318279954517
0,-2.48907917128392
0,-4.84845233010442
0,-4.09220196608355
0,-4.90163173097623
0,-2.96810811437404
0,-3.83988315240738
0,-4.96588625777416
0,-3.90466656809475
0,-3.24391102394442
0,-4.15893703232189
0,-3.92977080021604
0,-3.74623315008869
0,-4.89838846325747
0,-4.01895756750106
0,-2.89976893459719
0,-4.51240685351769
0,-3.92141731382133
0,-3.56159991856289
0,-3.85399747482097
0,-4.79876983974527
0,-3.40296711938041
0,-5.11778384094045
0,-5.08828218889225
0,-4.00915092043943
0,-3.84970330463104
0,-3.94530557159005
0,-2.20983498005189
0,-4.13244800893933
0,-4.36779847616972
0,-4.06071809840132
0,-0.969943951008327
0,-1.38577757129519
0,-2.56287360782629
0,-1.71506068683659
0,-4.77987793125387
0,-5.17962991889646
0,-4.9578122052629
0,-2.09839729896288
0,-5.2409202307046
0,-3.79581437820703
0,-4.00478552226571
0,-3.04610205454756
0,-5.38273000889256
0,-3.13786770843117
0,-1.59174342403895
0,-3.63402204397012
0,-3.90800303729404
0,-5.43614315680504
0,-3.84569362370188
0,-3.01059770064607
0,-2.87164737702518
0,-4.04054211930987
0,-3.51278114201381
0,-3.10470728322916
0,-5.54034696440596
0,1.11157317014693
0,-3.58697150400702
0,-5.44198892027899
0,-4.01479414104202
0,-2.90839148760863
0,-3.31362736403247
0,-3.67153339069753
0,-4.68262298223211
0,-5.25869159983939
0,-4.03449714142233
0,-4.25717123499417
0,-3.93802246976171
0,-1.27492587989806
0,-3.88031545665511
0,-2.99462768693178
0,-3.92175120681473
0,-6.28726420691778
0,-5.29117073571354
0,-3.81887173933973
0,-1.71793109371797
0,-3.75414282415747
0,-3.62444141928024
0,-1.86013687756224
0,-4.41271263560978
0,-4.96481995894476
0,-3.56620990427101
0,-5.57279702635451
0,-4.67079492517013
0,-4.57661476978946
0,-1.81052320633088
0,-2.9375403911417
0,-3.69801798257811
0,-3.07898532671922
0,-1.24254952461123
0,-4.35572052719322
0,-3.99743738772687
0,-3.40890738559202
0,-5.96770273856324
0,-5.29569414144459
0,-3.08025614757294
0,-4.9238290520207
0,-2.94601450522882
0,-4.63017461738535
0,-5.20791568782458
0,-3.81927384551398
0,-3.58268279249328
0,-3.78292592383772
0,-4.91162617292608
0,-3.11572867774399
0,-2.97476660831388
0,-2.52025554334838
0,-3.16642983759496
0,-4.98880821583184
0,-6.07154327804035
0,-3.10895147790608
0,-5.27946871548395
0,-5.16819592939845
0,-3.24632577517491
0,-5.12947615656378
0,-4.53237382785227
0,-2.37118621029485
0,-5.53767296961234
0,-4.39150519258507
0,-4.32883173429857
0,-3.01486623726362
0,-3.56987015250836
0,-4.82087609385371
0,-4.68127373529452
0,-3.8027153496833
0,-2.60850752252395
0,-4.65813985174783
0,-3.04481692056553
0,-3.61378302681111
0,-4.01421594138403
0,-2.58082219809298
0,-5.68557273091602
0,-4.57556222211831
0,-3.760787696844
0,-1.63524549329083
1,-1.8956194508631
1,-3.80436252089075
1,-1.91382232796976
1,-4.57483836027401
1,-3.20530199852652
1,-3.58442163909104
1,-4.45907835562569
1,-2.7955914959921
1,-4.4986519194268
1,-4.41918208014024
1,-4.76089270606062
1,-5.74924262179701
1,-4.93055084995919
1,-4.25609073417066
1,-4.34080718205477
1,-4.73608643211412
1,-4.3636483685711
1,-5.09743831912397
1,-2.89858112563884
1,-4.70547227682536
1,-3.36300248821948
1,-3.40575786293891
1,-4.02263657982422
1,-4.74402421165716
1,-5.55026282163879
1,-3.45813286334009
1,-4.29680378185177
1,-4.80354905602981
1,-6.13660275731671
1,-4.92153471893234
1,-3.53584482748923
1,-6.09919759893817
1,-5.16523831264818
1,-4.36451232714026
1,-1.41639411351911
1,-3.80932021116612
1,-2.66620880147408
1,-4.10707683642869
1,-6.07414691474889
1,-4.28455383745631
1,-2.17428792969287
1,-3.85708468003097
1,-3.58182296445803
1,-4.74636230486139
1,-4.78999760157014
1,-3.58511200875353
1,-3.95249713167809
1,-1.80022793515196
1,-3.81162001462011
1,-2.89776596983488
1,-3.43117498623703
1,-3.408046075355
1,-4.38772956713318
1,-4.86708800164049
1,-6.46898281765433
1,-3.75992517453165
1,-4.04321384237057
1,-3.16425541021199
1,-5.24117725023824
1,0.90976456818399
1,-5.07827669236007
1,-2.54447510261019
1,-4.75120170631995
1,-2.27629231827428
1,-3.83240189203506
1,-5.08243795685735
1,-4.36251756419243
1,-4.40066842407135
1,-3.65148328676474
1,-4.82035441784854
1,-0.648750082175125
1,-3.27490730849127
1,-1.21265257471675
1,-5.70514471437921
1,-4.10014681283378
1,-6.04030899051169
1,-7.48923860386569
1,-4.95223030128112
1,-4.42025465007426
1,-3.35240769697311
1,-3.38949984845658
1,-6.59055540017569
1,-5.3640719231722
1,-4.86121714451268
1,-3.16041857884642
1,-4.00402971906289
1,-4.67762484495068
1,-3.70533667958705
1,-3.84904136090678
1,-4.09367728361496
1,-2.38398573047627
1,-5.01223609600033
1,-5.16297587114844
1,-4.94134988357586
1,-5.71881540132388
1,-5.2994616780494
1,-3.49720039884218
1,-3.98177649063526
1,-6.60363430166651
1,-3.59965546275394
1,-3.55534318900574
1,-6.19984181058683
1,-4.74654910911944
1,-6.81429389565012
1,-4.38513547111468
1,-3.7421117488595
1,-3.9381104268118
1,-3.79503368036862
1,-4.90513527262871
1,-4.15183108897293
1,-7.19878743370197
1,-4.08381265630953
1,-4.32183015012038
1,-6.19358466182167
1,-3.41356830810105
1,-4.03065665778539
1,-3.69119676311134
1,-4.00007193434412
1,-4.80324563219652
1,-6.60708768614859
1,-3.30498658918079
1,-3.06024831667888
1,-2.35136175148261
1,-3.9113944383533
1,-2.95148579305235
1,-2.85886173054102
1,-6.33029964482612
1,-4.06791156086032
1,-5.94106174647913
1,-5.3851464432437
1,-3.85267168757115
1,-4.62360126440272
1,-3.19762945625496
1,-5.56574558156589
1,-2.61477579858269
1,-4.56989493653073
1,-4.21398975196315
1,-4.36031613305059
1,-4.23987146006575
1,-3.32019139629251
1,-3.51875341342097
1,-4.89531540423292
1,-5.46269691214413
1,-4.52966522017271
1,-5.7101327847022
1,-2.5631696243819
1,-4.44424662646056
1,-3.30139963009703
1,-3.76009837944058
1,-2.48427243378184
1,-3.9031867147598
1,-3.50695208831496
1,-4.37146972280594
1,-5.26466643340974
1,-3.36926786750519
1,-2.2614100476935
1,-5.35975811057575
1,-3.05282192097859
1,-3.88747245387525
1,0.942630884559519
1,-4.94694756429172
1,-3.26924174439535
1,-4.36092350731453
1,-2.72191985358984
1,-4.76106030988733
1,-4.49438558028285
1,-4.68278138695909
1,-5.44071451218249
1,-4.60315987828995
1,-1.92581514086676
1,-1.92415823426646
1,-3.70503584094472
1,-5.0789042979978
1,-5.41824752359014
1,-2.40837934164381
1,-2.5800615205941
1,-5.04537961870643
1,-2.2549724550091
1,-3.82111345071718
1,-3.36259175175352
1,-4.72461661717612
1,-4.44210959075543
1,-5.54978661263742
1,-4.77423995950848
1,-3.42115315720215
1,-6.36747482881835
1,-2.23555043155324
1,-1.74543629899821
1,-4.3839879351452
1,-4.13084725151485
1,-3.68524801723738
1,-5.52758128760308
1,-4.15313905085731
1,-6.40778071919582
1,-0.559276034180726
1,-1.95075911615958
1,-3.77088212626614
1,-6.03310615719014
1,-3.51019750962889
1,-5.74559611958284
1,-4.72465259172345
1,-1.39894380913256
1,-2.38138004492254
1,-3.76645977542174
1,-5.08712040075888
1,-3.55341664963789
1,-1.86346724620992
1,-2.46197041452101
1,-6.96093467204355
1,-3.37293089848783
1,-4.2602332696569
1,-3.16528750953667
1,-4.79146827105439
1,-5.76254672138532
1,-5.27247560889168
1,-4.42448332651177
1,-6.12198468525958
1,-4.41442685136273
1,-3.6618139712158
1,-3.61620957251288
1,-3.64034106011876
1,-4.00068061166515
1,-4.47728087664306
1,-4.43696021552714
1,-4.32842552026863
1,-3.13331727935421
1,-4.67035945175611
1,-3.84624740872572
1,-6.35623327568259
1,-2.4273983684996
1,-4.31590510242943
1,-4.72954272392604
1,-2.48085938101271
1,-3.63886206384803
1,-4.07961548547661
1,-3.9366655290855
1,-3.22004114474005
1,-3.56312350321816
1,-5.79895212603234
1,-1.70112981065873
1,-4.71084886389105
1,-5.95464586833457
1,-4.40440183213057
1,0.564203532563978
1,-4.09596585386683
1,-4.03278232519094
1,-4.95889847506373
1,-4.08750690416487
1,-5.6739738569958
1,-5.0312406284045
1,-5.11864361176589
1,-4.90001508778154
1,-4.60257247148223
1,-2.99255705678847
1,-5.54471968010371
1,-3.55917964346149
1,-4.96972407572332
1,-5.61999122587599
1,-2.34655209295299
1,-3.6614368973875
1,-6.1425338247571
1,-4.55564511029241
1,-4.24760846274374
1,-4.52352282239708
1,-2.95744468951801
1,-3.45533185742366
1,-3.63123190691164
1,-4.57409096231405
1,-4.59390696958411
1,-0.624182964991538
1,-3.40138275631371
1,-2.23195480409299
1,-3.64027187240829
