,group,datum
143,1,-6.418913477172881
144,1,-0.90399546590278
145,1,-4.220309417003531
146,1,-3.022737767154277
147,1,-5.286677722969548
148,1,-5.221030779582875
149,1,-1.5714871925270901
150,1,-3.606418197074508
151,1,-3.789450122995637
152,1,-7.024615125767328
153,1,-5.189564210597341
154,1,-4.543497599620063
155,1,-3.575853559649077
156,1,-5.597947573769403
157,1,-3.849092723323896
158,1,-3.629155968139749
159,1,-1.173059955085559
160,1,-5.074816150791503
161,1,-2.904755603862797
162,1,-2.6878658771406485
163,1,-2.9848321103165762
164,1,-4.87734601059273
165,1,-3.199787555238367
166,1,-3.6552382800439736
167,1,-4.3053198614324835
168,1,-3.9208666532094614
169,1,-4.71356908224971
170,1,-4.0298507495954485
171,1,-4.74894952284028
172,1,-6.279906603057681
173,1,-3.4964291267273957
174,1,-3.759545774644641
175,1,-3.4830634442188475
176,1,-4.8139337163820946
177,1,-4.849877272037255
178,1,-5.858872621541128
179,1,-5.13618061319316
180,1,-4.273759245332132
181,1,-6.258185604857113
182,1,-4.389654825605372
183,1,-4.131945913884576
184,1,-4.022786922637914
185,1,-3.092544154639287
186,1,-3.9455939410689376
187,1,-3.9912101367130015
188,1,-4.915441838451694
189,1,-3.6442951394689977
190,1,-1.1848046978950602
191,1,-2.5160075457833138
192,1,-2.8243152211083675
193,1,-3.1603803450722676
194,1,-3.515000424121203
195,1,-4.454863843093446
196,1,-4.171951968449805
197,1,-5.998818522143074
198,1,-3.404797946913178
199,1,-3.7991975326276863
200,2,5.251610549886971
201,2,4.202608468788898
202,2,4.487595356969183
203,2,4.57749626153394
204,2,4.201298684718712
205,2,4.630378125056415
206,2,5.351409892293887
207,2,4.7727006973505155
208,2,5.4029876198204745
209,2,5.2721284805566455
210,2,5.478194613009288
211,2,4.442824384646882
212,2,4.366608155748106
213,2,4.811307132309926
214,2,4.72790486859503
215,2,4.747935466879374
216,2,4.9022066506347555
217,2,4.341334503182255
218,2,4.886598792308487
219,2,4.281862369419813
220,2,5.160445026489702
221,2,5.076679681546231
222,2,3.891104935557187
223,2,4.738673789535921
224,2,3.7685982159712803
225,2,5.172377022530297
226,2,4.897519522560079
227,2,4.522784003253397
228,2,5.436514242152278
229,2,5.018686731416632
230,2,4.022157694141916
231,2,4.436222955067716
232,2,6.459570247935657
233,2,4.049606568407544
234,2,4.428669699560579
235,2,4.2350603670578515
236,2,5.780787083448501
237,2,5.20041154175445
238,2,4.785503735404934
239,2,5.831784975631927
240,2,5.076416998425961
241,2,4.939817205748727
242,2,5.120601479895008
243,2,4.8277941752324764
244,2,4.17645333870819
245,2,4.8863336195532
246,2,4.8460073108079325
247,2,4.1732217185306375
248,2,4.091982320354812
249,2,4.25929865775818
250,2,5.328455106897911
251,2,4.400104905696367
252,2,4.045349384418094
253,2,5.440974855101051
254,2,5.04090845661379
255,2,4.045253045642112
256,2,4.028266691497092
257,2,5.7552416090413825
258,2,5.160416142278495
259,2,6.899109091338256
260,2,4.577750273866458
261,2,4.825946496137048
262,2,4.352783154769933
263,2,5.216697476254662
264,2,4.458886952438229
265,2,3.811249473103801
266,2,4.488022377441289
267,2,4.680095074704667
268,2,5.389211542517352
269,2,4.398896631751879
270,2,5.92749388363607
271,2,5.313626485298763
272,2,4.66039470669654
273,2,4.486973486640899
274,2,5.386272442929178
275,2,4.314744047270006
276,2,5.570581339938274
277,2,4.300589449387861
278,2,4.825464311362234
279,2,5.564010005272638
280,2,6.386609981525579
281,2,4.9510336107538615
282,2,4.276609965182502
283,2,4.182650561005514
284,2,4.334190731148355
285,2,4.604650545989607
286,2,5.2557686616040185
287,2,4.367142584231038
288,2,5.108734920711626
289,2,4.344978039796693
290,2,4.509744776983715
291,2,4.973002960645879
292,2,3.8281989720313483
293,2,4.796695153855802
294,2,4.359676135015316
295,2,4.1009052029911475
296,2,4.86764917292137
297,2,4.596043001117952
298,2,3.831717790110737
299,2,4.141838012918039
300,3,4.4808622544429015
301,3,5.439578209592641
302,3,4.395521693858325
303,3,4.5405337681131615
304,3,3.987487166840938
305,3,4.098862976037209
306,3,4.259343560453371
307,3,5.399935134801099
308,3,4.372153382174163
309,3,4.786530206590642
310,3,4.358457338688936
311,3,4.691795469887079
312,3,5.137800618349408
313,3,4.263523176756942
314,3,5.590813551174422
315,3,5.166552187602788
316,3,4.1367093107532185
317,3,5.5361607756821645
318,3,7.183001284430505
319,3,4.27528188737681
320,3,4.990893630958709
321,3,5.133523145923004
322,3,6.28368687067418
323,3,4.309489405340786
324,3,5.266764584018553
325,3,4.021163355340635
326,3,5.831094828422854
327,3,4.323499628380838
328,3,3.8543273352133167
329,3,4.067653511432379
330,3,4.793351788132998
331,3,4.28633482812148
332,3,4.623394915117735
333,3,5.080002526421786
334,3,4.531007365860788
335,3,4.051432626218084
336,3,4.509053092053219
337,3,6.217112271749803
338,3,4.912975099743835
339,3,4.871921481964977
340,3,5.362158434201227
341,3,6.0725093673360355
342,3,4.500940918120204
343,3,5.878528772907167
344,3,4.7153260182505
345,3,4.238177588708996
346,3,5.13331260521071
347,3,4.77208529365602
348,3,5.087164185590314
349,3,4.478477733106175
350,3,5.059208603777981
351,3,4.02214123615128
352,3,4.912947859543644
353,3,4.2441515187546415
354,3,4.023824450178065
355,3,4.890906508139504
356,3,4.552778619357358
357,3,4.603870851567474
358,3,4.213084753308302
359,3,5.980532737915489
360,3,4.8303561736505864
361,3,4.700245236749401
362,3,6.024954510743609
363,3,6.443384972824887
364,3,4.063568129111874
365,3,4.4291505523240655
366,3,4.406911501220749
367,3,4.47761487275923
368,3,6.256050326428385
369,3,4.5526434163364815
370,3,4.131656511603349
371,3,3.6946474541461516
372,3,4.951342205259075
373,3,4.037611393558582
374,3,4.772499037296164
375,3,5.783455622749364
376,3,4.280267193573689
377,3,4.098942476520271
378,3,6.330988658923291
379,3,5.373445316541027
380,3,5.0261975616914745
381,3,4.504826925266788
382,3,4.434094365256472
383,3,4.656051865033954
384,3,6.719222039739138
385,3,4.915169449330531
386,3,4.3859368978776
387,3,4.540186770908208
388,3,4.395220532606304
389,3,4.935308879015372
390,3,4.927754001269247
391,3,4.208231110508164
392,3,4.108733495789805
393,3,5.369102583160652
394,3,4.1752669544797145
395,3,4.527419628183901
396,3,4.848190172753685
397,3,4.658296221649293
398,3,3.9246902134857358
399,3,4.658860479243612
400,4,0.013103003621086854
401,4,1.618112379177248
402,4,71.5269180919756
403,4,-1.3162066365093978
404,4,-5.001685851310751
405,4,-2.051978098548246
406,4,-2.2171658929519635
407,4,0.015413184003696286
408,4,-0.007200922689862033
409,4,1.3690152096512698
410,4,0.26089675239197635
411,4,-0.41096294397292404
412,4,-0.194549327090352
413,4,-2.697410005619554
414,4,-0.29613862450507206
415,4,0.4133257248089935
416,4,-7.190691069883601
417,4,-0.4003612485784565
418,4,1.5888468633699753
419,4,2.6456102679622653
420,4,-1.0540420207048176
421,4,-1.5308826727838991
422,4,0.29522090504154597
423,4,-1.0186004323301667
424,4,1.6155744094286597
425,4,1399.798582860243
426,4,-2.0070580983668385
427,4,-0.5691469670091807
428,4,-0.5383593980992915
429,4,1.6673538888446715
430,4,-0.049654803494211586
431,4,-0.6925023108025983
432,4,31.79698188615569
433,4,9.042715001372716
434,4,-0.1846668750676438
435,4,-0.11466248792192653
436,4,-20.75648924254166
437,4,-2.6107937630281812
438,4,1.7259416335341635
439,4,-1.0800722461442298
440,4,-1.2390457116086724
441,4,0.21906382586863896
442,4,1.1074750524543622
443,4,-0.9266290936921241
444,4,0.4511005478874981
445,4,-0.7830249568766717
446,4,4.300762208438141
447,4,0.8038460418698323
448,4,0.5045325794366762
449,4,1.861945897667831
450,4,-3.556361081966878
451,4,-2.0002924195095417
452,4,-2.663713967340161
453,4,0.0738503029311189
454,4,-7.211885094381883
455,4,-0.6846988155709981
456,4,2.786024388199243
457,4,0.1754649278810721
458,4,-0.10589949316949258
459,4,1.8517785232155626
460,4,-3.4124914769119545
461,4,0.2824293342824745
462,4,-0.655412812198359
463,4,0.6258581839751557
464,4,1.2681986974124266
465,4,1.0637178439245074
466,4,0.5698041672730634
467,4,0.1689471534151767
468,4,-0.9657783432296597
469,4,-0.1806984492517781
470,4,0.33542097195610787
471,4,0.1712802876207109
472,4,0.13963917727503466
473,4,-0.3434149066766535
474,4,4.280356167685368
475,4,-1.253294285696646
476,4,1.1921136390402984
477,4,-12.00748842857457
478,4,0.480189663559981
479,4,-0.004675411683272249
480,4,-0.2169044508815578
481,4,26.51321228697612
482,4,1.7407199445932333
483,4,1.996668451526796
484,4,0.7817559393125774
485,4,0.04591045246730238
486,4,2.3880299597711043
487,4,1.443670855586896
488,4,2.8969673260004454
489,4,1.0872936583136878
490,4,2.5759924689874465
491,4,-0.033352599131383304
492,4,-0.3031203507538394
493,4,-0.6400382780281634
494,4,-0.002014350017195918
495,4,0.2272630112293794
496,4,0.04747261008576754
497,4,7.753953571988673
498,4,-1.24514775255608
499,4,6.992104254344641
500,5,-1.8645595930834067
501,5,0.15585020246306208
502,5,-1.40283862380261
503,5,-0.3507505955103293
504,5,-0.7450772070570073
505,5,-1.0779395988403984
506,5,0.7068571894937926
507,5,-0.913119690477305
508,5,0.9741197046542978
509,5,-0.5191278201760174
510,5,-0.24264801437789305
511,5,-3.0523747902480993
512,5,-0.1838713185421183
513,5,-0.6012908180754242
514,5,-0.43370483197355
515,5,-9.164165073267121
516,5,19.186872633053216
517,5,-1.9365105700607133
518,5,1.9212203470866474
519,5,-0.5258041429200386
520,5,-0.24019528970386045
521,5,0.10140387259938277
522,5,-0.7225598779350287
523,5,0.03158066567762335
524,5,-2.4734589946615606
525,5,5.966925839944221
526,5,-2.374995997393985
527,5,0.7295725602395651
528,5,-20.427968338429466
529,5,0.49723696745343715
530,5,0.6851629175591661
531,5,10.174509728968584
532,5,0.18947317196240934
533,5,0.11914532268853038
534,5,-0.5125225490584402
535,5,-1.468494126298728
536,5,0.4367697622320913
537,5,-1.4513360607314065
538,5,1.673960061578777
539,5,7.623995647811027
540,5,-1.6187569353181657
541,5,21.392055173215613
542,5,1.8237105358333336
543,5,-0.3977743630259611
544,5,-7.479580368732207
545,5,-0.3411576074669629
546,5,1.1119797508161304
547,5,0.6790695722262469
548,5,-2.6100372946222765
549,5,0.013914555565784074
550,5,0.15995256918903278
551,5,5.919529373702593
552,5,1.450169916210375
553,5,-0.8358941893788662
554,5,1.3581809646294383
555,5,-20.33105383848169
556,5,-2.277487541262193
557,5,-1.1248838417963614
558,5,-3.0872038183704187
559,5,0.2939757551123662
560,5,61.75448595297897
561,5,0.6097666979320969
562,5,0.5896237129957899
563,5,-0.37130068297982166
564,5,1.1276778695682022
565,5,8.274069538317216
566,5,-2.5922544394658296
567,5,0.05945887976168949
568,5,-0.5355359094389293
569,5,-10.70622928582058
570,5,-0.019511861821993985
571,5,0.6698367322956651
572,5,0.5995321343818298
573,5,-6.270592677437879
574,5,-0.6708798614846211
575,5,5.006375142007375
576,5,0.41303244900256497
577,5,-1.5600128897301049
578,5,27.96930789395852
579,5,-0.2735174237174732
580,5,3.002668710826256
581,5,-2.090352035626284
582,5,0.5808426608234426
583,5,-133.79539986566508
584,5,1.263478838478427
585,5,0.3639595343322787
586,5,-0.32745938769141103
587,5,2642.1753579190554
588,5,-2.0826252302671446
589,5,-0.715150392388124
590,5,-0.8466885793305516
591,5,-5.496126457565217
592,5,-1.0709887212238423
593,5,-0.8005785484128335
594,5,426.61611014123855
595,5,-3.99419048310572
596,5,7.259828683613439
597,5,2.06003601636071
598,5,0.510257981894544
599,5,-0.046549128526827875
